,Street,DayOfWeek,City,Hour,Month,Temperature(F),Weather_Condition,Humidity(%),Visibility(mi),Precipitation(in),High_Risk_Prediction,High_Risk_Probability
3002424,Bel Red Rd,Wednesday,Bellevue,11,2,41.0,Overcast,93.0,10.0,0.007711515863689778,1,0.64
311666,S Oregon St,Saturday,Seattle,13,8,66.0,Overcast,54.0,10.0,0.007711515863689778,1,0.56
6841407,I-5 N,Sunday,Tacoma,3,11,53.42461092745979,,73.0435668434273,9.03798932831721,0.007711515863689778,1,0.655
7430935,I-5 N,Monday,Tacoma,5,12,38.7,Mostly Cloudy,100.0,10.0,0.01,1,0.7916666666666665
490705,I-5 N,Wednesday,Olympia,8,6,57.7,Clear,77.0,10.0,0.007711515863689778,1,0.71
7393916,WA-526 E,Friday,Everett,21,2,28.9,Light Snow,92.0,2.5,0.0,1,0.51
2644780,NE 124th St,Saturday,Kirkland,21,8,64.9,Clear,68.0,10.0,0.007711515863689778,1,0.785
7494909,I-90 E,Thursday,Mercer Island,17,8,68.0,Overcast,61.0,10.0,0.007711515863689778,1,0.8480714285714286
7554516,Maltby Rd,Sunday,Bothell,15,3,59.0,Clear,44.0,10.0,0.007711515863689778,1,0.54
5601689,I-90 W,Friday,Bellevue,14,11,54.0,Light Rain,90.0,10.0,0.0,1,0.731
2809115,Mill Creek Rd,Friday,Bothell,10,5,55.9,Overcast,75.0,10.0,0.007711515863689778,1,0.56
2768951,I-5 N,Saturday,Marysville,16,6,69.1,Overcast,58.0,10.0,0.007711515863689778,1,0.98
3379125,W State Route 20,Sunday,Sedro Woolley,16,8,73.4,Clear,47.0,9.0,0.007711515863689778,1,0.72
4803468,I-5 S,Thursday,Seattle,10,12,39.0,Cloudy,86.0,10.0,0.0,1,0.7379523809523809
1980561,I-5 S,Friday,Tacoma,10,7,72.0,Fair,70.0,10.0,0.0,1,0.6775
1521190,I-405 N,Monday,Bellevue,14,3,53.0,Fair,35.0,10.0,0.0,1,0.7333333333333334
2869760,44th Ave W,Wednesday,Lynnwood,15,4,50.0,Overcast,68.0,10.0,0.0,1,0.6625
3127100,I-405 S,Monday,Bellevue,19,12,43.0,Light Rain,93.0,6.0,0.05,1,0.6975
1217766,I-5 N,Wednesday,Lynnwood,8,12,46.0,Cloudy,83.0,10.0,0.0,1,0.604
453702,I-5 S,Wednesday,Seattle,15,5,55.0,Overcast,72.0,10.0,0.007711515863689778,1,0.6
2145641,I-5 N,Monday,Seattle,17,4,55.0,Light Rain,80.0,6.0,0.02,1,0.86
7559752, S 84th St,Thursday,Lakewood,13,3,42.8,Overcast,100.0,10.0,0.007711515863689778,1,0.6
7098410,Provost Rd NW,Tuesday,Silverdale,10,3,38.0,Cloudy,93.0,10.0,0.0,1,0.5475
1566069,NE 20th Ave,Sunday,Vancouver,12,1,49.0,Light Rain,74.0,7.0,0.0,1,0.59
4591226, S Jackson St,Friday,Seattle,21,2,45.0,Fair,80.0,10.0,0.0,1,0.5191666666666667
7557254, Spring St,Friday,Seattle,16,3,55.9,Partly Cloudy,51.0,10.0,0.007711515863689778,1,0.7
3018893,I-90 W,Thursday,Cle Elum,6,2,10.9,Mostly Cloudy,88.0,10.0,0.007711515863689778,1,0.868
2869749,I-5 N,Wednesday,Tacoma,6,4,47.5,Overcast,83.0,10.0,0.007711515863689778,1,0.82
3352263,I-405 S,Monday,Kirkland,16,8,81.0,Haze,50.0,5.0,0.007711515863689778,1,0.79
894201,I-5 N,Sunday,Kelso,6,9,61.0,Cloudy,87.0,10.0,0.0,1,0.7266666666666666
2768941,WA-512 W,Saturday,Lakewood,7,6,55.4,Mostly Cloudy,100.0,9.0,0.007711515863689778,1,0.6
5922280, State Highway 3 NW,Friday,Poulsbo,14,11,52.0,Cloudy,100.0,10.0,0.0,1,0.78
5712055,I-90 W,Sunday,Mercer Island,20,2,48.0,Mostly Cloudy,80.0,10.0,0.0,1,0.81
3173266,I-5 N,Monday,Auburn,5,11,48.9,Light Rain,77.0,10.0,0.01,1,0.6425
1427423,I-90 W,Tuesday,Issaquah,10,8,66.0,Fair,60.0,10.0,0.0,1,0.6611904761904762
1455056,WA-512 W,Saturday,Tacoma,5,5,45.0,Fair,100.0,10.0,0.0,1,0.74
4344941,I-5 S,Saturday,Tacoma,22,3,47.0,Cloudy,91.0,10.0,0.0,1,0.705
7519319, State Route 302 NW,Wednesday,Gig Harbor,16,6,73.0,Clear,37.0,10.0,0.007711515863689778,1,0.82
3523100,I-5 N,Friday,Tenino,12,10,52.0,Scattered Clouds,86.0,10.0,0.007711515863689778,1,0.67
3629619, E Steves Pl,Sunday,Allyn,16,7,73.9,Clear,55.0,10.0,0.007711515863689778,1,0.78
2577681,I-5 S,Sunday,Seattle,9,9,55.0,Overcast,86.0,10.0,0.007711515863689778,1,0.76
7617537,I-5 S,Tuesday,Everett,9,10,54.0,Clear,66.0,10.0,0.007711515863689778,1,0.92
3129975,I-90 W,Tuesday,North Bend,6,12,44.1,Rain,96.0,6.0,0.13,1,0.8771428571428572
7580997,I-405 N,Tuesday,Bellevue,9,1,46.9,Light Rain,97.0,9.0,0.0,1,0.63
5442373,I-5 N,Wednesday,Seattle,22,12,39.0,Cloudy,67.0,10.0,0.0,1,0.82
5917141,I-405 S,Sunday,Bellevue,15,10,51.0,Mostly Cloudy,80.0,10.0,0.0,1,0.95
4562253,I-5 N,Sunday,Seattle,11,7,69.0,Fair,65.0,10.0,0.0,1,0.51
1244002,I-5 S,Tuesday,Bellingham,16,11,45.0,Light Rain,86.0,10.0,0.01,1,0.84
1487095,US-101 S,Saturday,Olympia,7,6,51.0,Cloudy,89.0,10.0,0.0,1,0.66
2602491,I-5 N,Thursday,Seattle,2,9,55.0,Clear,83.0,10.0,0.007711515863689778,1,0.68
3519181,I-5 S,Saturday,Seattle,2,12,33.1,Overcast,100.0,1.0,0.007711515863689778,1,0.73
2914988,I-405 N,Saturday,Renton,15,3,50.0,Clear,59.0,10.0,0.007711515863689778,1,0.81
702414,I-405 S,Sunday,Bellevue,11,2,49.0,Fair,71.0,10.0,0.0,1,0.5295833333333333
7559162,I-5 S,Wednesday,Ferndale,14,3,57.9,Clear,42.0,10.0,0.007711515863689778,1,0.72
1494590,I-5 N,Friday,Tacoma,11,6,55.0,Light Rain,90.0,9.0,0.02,1,0.82
3952059, 28th Ave S,Tuesday,Federal Way,5,6,49.0,Rain,83.0,2.0,0.0,1,0.76
1197361,Mountains to Sound Greenway Trl,Sunday,Seattle,11,1,44.0,Light Rain,93.0,8.0,0.01,1,0.7
3178001,I-5 N,Wednesday,Seattle,17,11,48.0,Overcast,71.0,10.0,0.007711515863689778,1,0.93
307218,NE 85th St,Sunday,Kirkland,6,12,41.0,Light Rain,100.0,3.0,0.05,1,0.7
2552987,S Orchard St,Tuesday,Tacoma,5,9,42.4,Haze,100.0,5.0,0.007711515863689778,1,0.52
1332618,I-5 N,Thursday,Federal Way,8,10,49.0,Fair,86.0,10.0,0.0,1,0.83
2364217,Orillia Rd S,Saturday,Kent,13,12,45.0,Light Rain,82.0,5.0,0.0,1,0.64
313936,I-5 N,Tuesday,Seattle,23,7,64.9,Clear,73.0,10.0,0.007711515863689778,1,0.7625
2308879,I-90 E,Friday,Seattle,5,1,48.9,Light Rain,80.0,10.0,0.01,1,0.7608333333333333
436003,WA-512 W,Thursday,Lakewood,10,4,49.6,Overcast,86.0,10.0,0.007711515863689778,1,0.6033333333333333
7529581,I-5 N,Thursday,Seattle,17,5,70.0,Clear,47.0,10.0,0.007711515863689778,1,0.71
2776701,McKenna Rd S,Wednesday,Roy,3,6,53.1,Clear,89.0,10.0,0.007711515863689778,1,0.6
1101670,I-5 S,Monday,Seattle,12,3,45.0,Mostly Cloudy,74.0,10.0,0.0,1,0.6433333333333333
511889,S Holgate St,Saturday,Seattle,0,7,66.0,Mostly Cloudy,63.0,10.0,0.007711515863689778,1,0.56
3627132,I-5 N,Friday,Tacoma,9,6,57.2,Overcast,69.0,10.0,0.007711515863689778,1,0.8375
1054888,I-5 N,Friday,Dupont,17,4,61.0,Cloudy,77.0,10.0,0.0,1,0.591
773586,W Seattle Brg E,Saturday,Seattle,11,12,47.0,Mostly Cloudy,86.0,10.0,0.0,1,0.83
2328772,I-5 S,Tuesday,Seattle,12,1,44.1,Clear,68.0,8.0,0.007711515863689778,1,0.85
1056572,I-5 N,Wednesday,Tacoma,0,4,47.0,Partly Cloudy,81.0,10.0,0.0,1,0.7120000000000001
2502499,I-5 N,Wednesday,Dupont,6,10,40.8,Scattered Clouds,100.0,3.0,0.007711515863689778,1,0.7141666666666666
3514208,I-5 S,Thursday,Everett,2,12,39.9,Mostly Cloudy,93.0,10.0,0.007711515863689778,1,0.8
3154696,SE 35th Pl,Thursday,Bellevue,13,11,46.9,Light Rain,90.0,10.0,0.08,1,0.6133333333333333
308586,150th Ave SE,Wednesday,Bellevue,9,1,46.0,Overcast,93.0,2.0,0.0,1,0.6633333333333334
3933897,I-5 S,Sunday,Seattle,11,1,40.0,Cloudy,97.0,3.0,0.0,1,0.695
4807422, Pacific Hwy E,Saturday,Tacoma,20,1,49.0,Light Rain,77.0,10.0,0.0,1,0.5333333333333333
512130,Bendigo Blvd S,Thursday,North Bend,17,7,70.0,Scattered Clouds,59.0,10.0,0.007711515863689778,1,0.63
3514421, State Highway 3 SW,Thursday,Port Orchard,16,12,39.2,Overcast,100.0,10.0,0.007711515863689778,1,0.81
312470,196th St SW,Monday,Lynnwood,11,9,57.9,Overcast,67.0,10.0,0.007711515863689778,1,0.53
511888,I-5 N,Friday,Mountlake Terrace,22,7,61.0,Overcast,72.0,10.0,0.007711515863689778,1,0.74
312648,Lake Washington Blvd NE,Tuesday,Kirkland,12,6,66.0,Mostly Cloudy,56.0,10.0,0.007711515863689778,1,0.56
5843036,I-405 N,Thursday,Bellevue,19,10,54.0,Cloudy,90.0,10.0,0.0,1,0.66
307115,I-5 S,Thursday,Seattle,17,12,46.0,Overcast,86.0,10.0,0.007711515863689778,1,0.55
3525422,I-5 S,Monday,Kent,19,11,55.0,Scattered Clouds,86.0,10.0,0.007711515863689778,1,0.79
2747634,SE Mill Plain Blvd,Tuesday,Vancouver,4,6,51.1,Clear,80.0,10.0,0.007711515863689778,1,0.66
2779117,I-5 N,Thursday,Olympia,5,6,53.1,Overcast,94.0,10.0,0.007711515863689778,1,0.76
2100337,Eastlake Ave E,Saturday,Seattle,19,5,69.0,Cloudy,33.0,10.0,0.0,1,0.64
3340419,196th St SW,Tuesday,Lynnwood,10,8,70.0,Clear,61.0,10.0,0.007711515863689778,1,0.68
1070791,I-90 W,Friday,Bellevue,16,4,75.0,Fair,26.0,10.0,0.0,1,0.539
2172028,I-5 S,Monday,Seattle,17,4,51.0,Light Rain,89.0,4.0,0.06,1,0.6233333333333334
308730,I-405 N,Monday,Bellevue,13,1,45.0,Clear,65.0,10.0,0.007711515863689778,1,0.84
7672107,Lakeside Ave S,Saturday,Seattle,16,5,82.0,Partly Cloudy,29.0,10.0,0.0,1,0.6
3546194, N US Highway 101,Thursday,Lilliwaup,14,7,84.2,Clear,42.0,10.0,0.007711515863689778,1,0.52
308334,NE 44th St,Monday,Renton,11,1,39.9,Light Rain,86.0,3.0,0.0,1,0.645
3173268,I-5 N,Monday,Seattle,6,11,50.0,Overcast,71.0,10.0,0.0,1,0.9033333333333333
2861550,64th Ave NW,Saturday,Stanwood,3,4,51.1,Overcast,83.0,10.0,0.007711515863689778,1,0.58
335969,175th St,Monday,Seattle,5,2,28.0,Light Snow,88.0,5.0,0.0,1,0.66
3384428,59th Ave NE,Tuesday,Arlington,2,8,55.9,Clear,90.0,10.0,0.007711515863689778,1,0.56
607241,I-5 S,Saturday,Chehalis,17,5,66.0,Fair,40.0,10.0,0.0,1,0.79
307470,I-5 N,Saturday,Seattle,16,12,41.0,Light Rain,89.0,8.0,0.03,1,0.74
5745341,I-5 N,Tuesday,Lacey,16,10,55.0,Cloudy,77.0,10.0,0.0,1,0.564
6190445,I-5 N,Wednesday,Ridgefield,23,11,51.0,Light Rain,92.0,7.0,0.05,1,0.6922619047619046
7520381,I-5 N,Saturday,Seattle,0,6,53.1,Overcast,86.0,10.0,0.007711515863689778,1,0.93
2265165,SE Coal Creek Pkwy,Saturday,Bellevue,16,2,34.0,Clear,70.0,10.0,0.007711515863689778,1,0.89
3534449,I-5 S,Friday,Lacey,11,10,53.1,Heavy Rain,89.0,2.5,0.41,1,0.7
1255959,WA-167 S,Sunday,Auburn,4,11,47.0,Cloudy,86.0,10.0,0.05,1,0.51
395174,I-90 E,Tuesday,Mercer Island,11,2,48.9,Clear,66.0,10.0,0.007711515863689778,1,0.7233333333333334
2537492,I-5 N,Friday,Auburn,7,10,59.0,Overcast,87.0,10.0,0.0,1,0.655
7548658,I-5 S,Wednesday,Tacoma,18,4,70.0,Clear,37.0,10.0,0.007711515863689778,1,0.89
511978,Edmonds Ave NE,Monday,Renton,18,7,80.1,Clear,42.0,10.0,0.007711515863689778,1,0.64
7717544,17th Ave NW,Wednesday,Issaquah,17,7,83.0,Fair,34.0,10.0,0.0,1,0.688
7380624, Pacific Ave S,Tuesday,Tacoma,11,3,69.8,Clear,33.0,10.0,0.007711515863689778,1,0.63
3534610,I-5 N,Friday,Lakewood,16,10,53.6,Light Rain,100.0,7.0,0.007711515863689778,1,0.73
7548114, SE Renton Issaquah Rd,Tuesday,Renton,9,4,64.0,Clear,38.0,10.0,0.007711515863689778,1,0.575
395203,I-5 S,Wednesday,Federal Way,0,2,46.0,Light Rain,89.0,8.0,0.09,1,0.605
2195254,I-5 N,Wednesday,Seattle,6,3,36.0,Overcast,67.0,10.0,0.007711515863689778,1,0.83
5826096, State Route 2,Saturday,Monroe,23,10,49.0,Cloudy,93.0,10.0,0.0,1,0.6509999999999999
2467545,I-5 S,Saturday,Tacoma,11,11,46.9,Mostly Cloudy,99.0,10.0,0.007711515863689778,1,0.9
1304832,44th Ave W,Friday,Lynnwood,19,9,53.0,Heavy Rain,93.0,3.0,0.14,1,0.626
3025727,Eastlake Ave E,Monday,Seattle,9,2,39.0,Scattered Clouds,76.0,10.0,0.007711515863689778,1,0.53
3843177, 146th St S,Saturday,Tacoma,15,9,65.0,Fair,44.0,10.0,0.0,1,0.6581666666666667
2742316,E Mercer Way,Saturday,Mercer Island,11,6,57.0,Mostly Cloudy,69.0,10.0,0.007711515863689778,1,0.89
7518703,I-405 N,Monday,Renton,23,6,55.9,Clear,69.0,10.0,0.007711515863689778,1,0.62
3629612,WA-17,Sunday,Connell,3,7,63.0,Clear,75.0,10.0,0.007711515863689778,1,0.83
2664127,I-405 N,Tuesday,Renton,21,8,71.1,Haze,51.0,1.0,0.007711515863689778,1,0.82
7537541,I-5 S,Friday,Lakewood,16,5,69.8,Scattered Clouds,60.0,10.0,0.007711515863689778,1,0.8383333333333333
5675570,I-5 N,Monday,Marysville,13,5,72.0,Fair,57.0,10.0,0.0,1,0.81
511874,US-12 E,Friday,Chehalis,17,7,78.8,Clear,47.0,10.0,0.007711515863689778,1,0.93
308531,Rainier Ave N,Monday,Renton,19,1,45.0,Overcast,58.0,7.0,0.007711515863689778,1,0.625
6817970,I-5 N,Saturday,Tacoma,23,12,41.0,Mostly Cloudy,90.0,10.0,0.0,1,0.52
3167515,I-5 S,Thursday,Seattle,11,11,48.0,Light Rain,93.0,6.0,0.04,1,0.7966666666666665
2858243,196th St SW,Thursday,Lynnwood,15,4,51.1,Light Rain,89.0,10.0,0.02,1,0.56
1426018,I-5 N,Monday,Seattle,2,8,60.0,Fair,64.0,10.0,0.0,1,0.91
7628255,I-90 W,Thursday,Bellevue,12,8,66.0,Overcast,96.0,3.0,0.01,1,0.7225
7467625,I-90 E,Monday,North Bend,22,10,55.9,Overcast,90.0,10.0,0.01,1,0.88
2110765,I-5 N,Thursday,Seattle,13,5,72.0,Fair,46.0,10.0,0.0,1,0.6958333333333333
312837,I-5 S,Friday,Tacoma,15,6,62.6,Mostly Cloudy,94.0,10.0,0.007711515863689778,1,0.8343333333333333
7486205,I-405 N,Thursday,Lynnwood,17,9,62.1,Mostly Cloudy,67.0,10.0,0.007711515863689778,1,0.87
3123026,NE 124th St,Friday,Kirkland,15,12,42.1,Overcast,85.0,10.0,0.007711515863689778,1,0.74
512190,S 56th St,Saturday,Tacoma,5,7,53.8,Clear,99.0,10.0,0.007711515863689778,1,0.92
7692262,I-5 N,Friday,Lynnwood,18,6,69.0,Fair,47.0,10.0,0.0,1,0.67
2205673,State Highway 18,Tuesday,Snoqualmie,14,3,44.1,Overcast,79.0,10.0,0.01,1,0.644
7019859,W Seattle Brg E,Friday,Seattle,20,6,61.0,Cloudy,58.0,10.0,0.0,1,0.75
6730216, Boren Ave S,Saturday,Seattle,4,11,46.0,Cloudy,89.0,10.0,0.0,1,0.5416666666666666
310373,NE 44th St,Wednesday,Renton,10,9,68.0,Clear,47.0,10.0,0.007711515863689778,1,0.93
1461989,Howell St,Saturday,Seattle,6,5,55.0,Light Rain,77.0,10.0,0.0,1,0.755
7461613, Vail Rd SE,Wednesday,Yelm,15,11,48.7,Overcast,100.0,10.0,0.01,1,0.55
3043375,I-405 N,Monday,Bothell,17,1,46.9,Overcast,90.0,10.0,0.007711515863689778,1,0.7616666666666667
395529,I-405 N,Sunday,Renton,8,2,37.0,Overcast,100.0,9.0,0.0,1,0.77
310822,NE 45th St,Wednesday,Seattle,19,9,63.0,Clear,52.0,10.0,0.007711515863689778,1,0.67
1485413,WA-520 E,Tuesday,Seattle,5,6,56.0,Cloudy,90.0,3.0,0.0,1,0.62
395924,I-90 E,Wednesday,Mercer Island,10,3,43.0,Mostly Cloudy,80.0,10.0,0.0,1,0.76
3843331,I-5 N,Friday,Lakewood,17,8,76.0,Fair,54.0,10.0,0.0,1,0.69
7408548,I-5 S,Saturday,Seattle,21,1,46.9,Overcast,83.0,10.0,0.01,1,0.8
2219953,I-5 N,Wednesday,Seattle,17,3,75.0,Clear,14.0,10.0,0.007711515863689778,1,0.81
2117893,I-5 S,Tuesday,Lakewood,7,5,56.0,Cloudy,94.0,10.0,0.0,1,0.58
2636233,I-5 N,Tuesday,Tacoma,4,8,55.4,Clear,100.0,2.2,0.007711515863689778,1,0.8325
1140145,I-5 S,Wednesday,Seattle,9,2,39.0,Light Rain,89.0,8.0,0.02,1,0.59
755276,WA-18 W,Saturday,Federal Way,17,12,34.0,Cloudy,89.0,8.0,0.01,1,0.62
6705302,I-5 N,Sunday,Tacoma,21,9,60.0,Fair,75.0,10.0,0.0,1,0.544
2384357,I-405 N,Wednesday,Bellevue,8,12,39.9,Mostly Cloudy,86.0,10.0,0.007711515863689778,1,0.79
5114783,I-5 N,Monday,Federal Way,17,8,79.0,Partly Cloudy,52.0,10.0,0.0,1,0.71
395218,I-5 N,Wednesday,Seattle,5,2,48.0,Light Rain,100.0,4.0,0.08,1,0.7
3107519,I-5 N,Friday,Seattle,18,12,32.0,Fog,100.0,0.1,0.007711515863689778,1,0.84
522781,I-405 S,Monday,Renton,5,8,56.0,Fair,84.0,10.0,0.0,1,0.5691666666666667
3515566,W Seattle Brg E,Wednesday,Seattle,18,12,33.1,Scattered Clouds,64.0,10.0,0.007711515863689778,1,0.64
6968628,I-405 N,Friday,Renton,16,5,81.0,Fair,22.0,10.0,0.0,1,0.93
2313009,SE Coal Creek Pkwy,Monday,Bellevue,13,1,45.0,Partly Cloudy,68.0,10.0,0.007711515863689778,1,0.8425
1859008,I-5 S,Thursday,Lynnwood,17,9,65.0,Mostly Cloudy,61.0,10.0,0.0,1,0.635
7678575,I-5 N,Saturday,Everett,8,5,52.0,Cloudy,80.0,10.0,0.0,1,0.86
2644785,I-5 S,Saturday,Ridgefield,11,8,71.1,Clear,53.0,10.0,0.007711515863689778,1,0.88
7628764,I-5 N,Friday,Seattle,18,9,80.1,Clear,32.0,10.0,0.007711515863689778,1,0.63
7468373, S Michigan St,Tuesday,Seattle,22,10,53.1,Overcast,89.0,10.0,0.007711515863689778,1,0.84
1799690,Eastlake Ave E,Saturday,Seattle,19,11,51.0,Fog,92.0,2.0,0.0,1,0.565
925164,164th St SW,Monday,Lynnwood,10,8,65.0,Cloudy,75.0,10.0,0.0,1,0.7766666666666666
2810230,US-101 S,Saturday,Olympia,0,5,48.0,Clear,96.0,10.0,0.007711515863689778,1,0.67
490350,I-5 N,Thursday,Tacoma,12,6,59.0,Overcast,100.0,10.0,0.007711515863689778,1,0.965
3534384,I-5 S,Friday,Seattle,7,10,53.1,Heavy Rain,96.0,4.0,0.22,1,0.67
1874634,I-5 N,Friday,Seattle,18,9,58.0,Partly Cloudy,58.0,10.0,0.0,1,0.92
4357019,I-5 N,Sunday,Everett,4,11,53.42461092745979,,73.0435668434273,9.03798932831721,0.0,1,0.612
1386263,Lake Samish Rd,Wednesday,Bellingham,19,7,66.0,Fair,70.0,10.0,0.0,1,0.6683333333333333
3525540,I-5 N,Tuesday,Seattle,12,11,66.0,Partly Cloudy,59.0,10.0,0.007711515863689778,1,0.7633333333333333
7650985,NE 12th St,Thursday,Bellevue,19,8,70.0,Partly Cloudy,49.0,10.0,0.007711515863689778,1,0.71
2772032,I-5 N,Monday,Mountlake Terrace,19,6,59.0,Overcast,69.0,10.0,0.007711515863689778,1,0.7766666666666667
1839417,I-5 N,Wednesday,Seattle,20,11,40.0,Partly Cloudy,43.0,10.0,0.0,1,0.875
3578064, Martin Luther King Jr Way S,Friday,Seattle,17,2,48.9,Mostly Cloudy,74.0,10.0,0.007711515863689778,1,0.5116666666666667
7427235,I-5 N,Wednesday,Seattle,10,12,41.0,Clear,55.0,10.0,0.007711515863689778,1,0.92
310222,I-405 N,Wednesday,Renton,4,11,46.9,Overcast,80.0,10.0,0.0,1,0.72
4671834,I-5 S,Monday,Olympia,16,11,46.0,Cloudy,63.0,10.0,0.0,1,0.56
830601,I-5 S,Saturday,Ferndale,15,10,55.0,Fair,35.0,10.0,0.0,1,0.5665
2483626,I-405 S,Tuesday,Bothell,17,10,50.0,Light Rain,77.0,10.0,0.01,1,0.64
2582373,Talbot Rd S,Tuesday,Renton,16,9,68.0,Clear,47.0,10.0,0.007711515863689778,1,0.83
7494038,I-5 S,Tuesday,Bellingham,19,7,68.0,Clear,65.0,10.0,0.007711515863689778,1,0.799
748996,I-5 N,Friday,Tacoma,8,12,28.0,Light Freezing Drizzle,93.0,10.0,0.0,1,0.5933333333333334
1799674,I-405 N,Saturday,Bellevue,7,11,49.0,Light Rain,90.0,4.0,0.0,1,0.75
7711381,I-405 S,Thursday,Kirkland,21,7,59.0,Cloudy,81.0,10.0,0.02,1,0.64
896626,I-5 S,Wednesday,Mount Vernon,23,9,61.0,Fair,77.0,10.0,0.0,1,0.5071666666666667
1609213,NE 195th St,Wednesday,Bothell,12,1,47.0,Mostly Cloudy,86.0,10.0,0.0,1,0.53
436561,I-5 N,Thursday,Federal Way,21,5,61.0,Light Rain,100.0,8.0,0.03,1,0.7655238095238096
578457,I-5 S,Friday,Bellingham,15,6,73.0,Fair,48.0,10.0,0.0,1,0.8225
6363798,I-5 N,Wednesday,Tacoma,23,1,37.0,Fog,100.0,0.25,0.0,1,0.5333333333333333
7688255, 124th Ave NE,Wednesday,Bellevue,17,6,90.0,Mostly Cloudy,25.0,10.0,0.0,1,0.58
2705993,I-5 S,Friday,Seattle,17,7,70.0,Clear,41.0,10.0,0.007711515863689778,1,0.6221428571428571
7195420, Mullen Rd SE,Friday,Lacey,13,1,56.0,Cloudy,90.0,10.0,0.0,1,0.55
3543293,I-5 N,Friday,Tacoma,6,7,50.0,Mostly Cloudy,100.0,10.0,0.007711515863689778,1,0.86
6856869,I-5 N,Sunday,Tacoma,21,9,60.0,Fair,75.0,10.0,0.0,1,0.544
1876173,Nulle Rd,Sunday,Bellingham,19,9,52.0,Cloudy,47.0,10.0,0.0,1,0.6841666666666666
7523169,I-405 S,Monday,Bothell,6,6,64.9,Clear,65.0,10.0,0.007711515863689778,1,0.9033333333333333
7454414, NW 85th St,Friday,Seattle,9,11,53.1,Overcast,86.0,10.0,0.007711515863689778,1,0.654
3541696, 304th St E,Sunday,Graham,3,9,55.4,Overcast,82.0,9.03798932831721,0.007711515863689778,1,0.5166666666666667
1865404,I-5 N,Monday,Seattle,15,9,61.0,Cloudy,77.0,10.0,0.0,1,0.75
395804,Lexington Bridge Dr,Saturday,Kelso,11,3,44.1,Light Rain,76.0,10.0,0.0,1,0.5766666666666667
7006841,I-405 S,Wednesday,Bellevue,15,6,73.0,Mostly Cloudy,61.0,10.0,0.0,1,0.5916666666666667
3905337,I-5 S,Tuesday,Marysville,6,3,47.0,Cloudy,90.0,10.0,0.0,1,0.54
7672930,I-5 N,Monday,Kent,15,5,61.0,Cloudy,48.0,10.0,0.0,1,0.7190000000000001
3348583,NE 124th St,Friday,Kirkland,12,8,80.1,Smoke,42.0,8.0,0.007711515863689778,1,0.82
6929188,I-5 N,Sunday,Seattle,17,5,69.0,Cloudy,42.0,10.0,0.0,1,0.7116666666666666
7690669,I-5 N,Tuesday,Arlington,2,6,58.0,Cloudy,87.0,10.0,0.0,1,0.76
7414935, Issaquah Pine Lake Rd SE,Wednesday,Sammamish,9,1,36.0,Overcast,86.0,7.0,0.007711515863689778,1,0.55
7560295,I-5 S,Friday,Castle Rock,7,3,37.9,Light Rain,93.0,10.0,0.03,1,0.54
3578173,I-5 S,Sunday,Seattle,0,2,43.0,Overcast,93.0,10.0,0.007711515863689778,1,0.79
624754,Robb Rd,Wednesday,Kalama,23,4,44.0,Cloudy,93.0,10.0,0.0,1,0.57
512150,I-90 E,Friday,Spokane,10,7,79.0,Clear,25.0,10.0,0.007711515863689778,1,0.67
782967,I-5 N,Sunday,Seattle,12,12,41.0,Fair,73.0,10.0,0.0,1,0.5466666666666666
2558468,NE Northgate Way,Thursday,Seattle,12,9,73.9,Clear,34.0,10.0,0.007711515863689778,1,0.56
4509670,I-5 S,Friday,Bellingham,15,6,73.0,Fair,48.0,10.0,0.0,1,0.8225
2906032,WA-18 E,Saturday,Maple Valley,18,4,55.0,Overcast,83.0,10.0,0.0,1,0.52
5940883,I-405 N,Tuesday,Seattle,16,11,53.0,Cloudy,86.0,10.0,0.0,1,0.82
3598406,I-5 N,Saturday,Tacoma,12,4,52.5,Partly Cloudy,62.0,10.0,0.007711515863689778,1,0.9416666666666668
5667355,I-90 E,Wednesday,Spokane,19,4,64.0,Mostly Cloudy,22.0,10.0,0.0,1,0.83
3516544, S Dearborn St,Tuesday,Seattle,20,12,35.1,Scattered Clouds,82.0,10.0,0.007711515863689778,1,0.58
3536866, 4th Ave S,Wednesday,Burien,17,8,75.0,Scattered Clouds,48.0,10.0,0.007711515863689778,1,0.755
2072367,I-5 S,Friday,Federal Way,14,5,71.0,Fair,59.0,10.0,0.0,1,0.6276666666666667
436381,I-405 N,Thursday,Bellevue,23,4,48.9,Mostly Cloudy,71.0,10.0,0.007711515863689778,1,0.71
2993125,220th St SW,Friday,Mountlake Terrace,10,2,42.1,Light Rain,89.0,10.0,0.0,1,0.85
3396774,Orillia Rd S,Monday,Kent,7,8,66.9,Scattered Clouds,73.0,10.0,0.007711515863689778,1,0.93
5104745,I-5 S,Wednesday,Tacoma,15,5,61.0,Partly Cloudy,31.0,10.0,0.0,1,0.62
2317734,I-5 N,Wednesday,Dupont,9,1,41.0,Mostly Cloudy,99.0,10.0,0.0,1,0.74
491053,NE Northgate Way,Saturday,Seattle,10,7,57.9,Overcast,81.0,10.0,0.007711515863689778,1,0.67
3553988,I-5 S,Friday,Tacoma,14,1,53.6,Clear,58.0,10.0,0.007711515863689778,1,0.6475
1434539,41st Division Dr,Wednesday,Tacoma,14,7,61.0,Mostly Cloudy,100.0,10.0,0.0,1,0.84
